driver_id,trip_distance,trip_cost,rating,rider_feedback,region,latitude,longitude,timestamp
7313,2.38,5.71,5,late pickup,Suburb East,40.663210480428454,-73.97176331723075,2024-01-03 08:12:00
2605,11.4,18.68,4,amazing driver,University Area,40.85474845622761,-74.00577341341445,2024-01-03 08:46:00
8570,10.82,14.93,5,reasonable price,Suburb East,40.68490799705735,-73.96991137633752,2024-01-03 10:09:00
1269,23.29,31.25,4,outstanding service,Airport,40.62683162643253,-73.79434427464395,2024-01-03 12:16:00
8184,13.58,22.13,5,great experience,Commercial District,40.78102051249619,-74.02003402617923,2024-01-03 13:01:00
1728,30.74,43.17,5,traffic delay,Airport,40.61822100578756,-73.78323867471703,2024-01-03 13:16:00
7288,20.3,25.65,4,excellent service,Suburb East,40.63121613715068,-73.89839128124126,2024-01-03 17:25:00
7640,18.6,25.27,4,poor navigation,Uptown,40.78959999711819,-73.93305252233037,2024-01-03 18:07:00
1213,9.13,12.17,2,long wait,Commercial District,40.7984571479083,-73.99964557937356,2024-01-03 19:46:00
1395,2.84,3.89,4,quick response,University Area,40.7852546659298,-73.96036166945733,2024-01-03 22:14:00
1614,10.31,15.15,5,good value,Residential North,40.902061073779954,-73.95085322780889,2024-01-03 22:16:00
3852,42.7,55.16,4,top quality,Downtown,40.731880762430606,-73.99850293726033,2024-01-03 23:07:00
5737,6.22,13.53,4,satisfied customer,Airport,40.658804662228995,-73.73018966057477,2024-01-03 23:14:00
5795,7.04,10.23,4,amazing driver,Suburb West,40.71891650620891,-74.05497742081297,2024-01-04 00:11:00
5917,13.19,18.32,2,outstanding service,Downtown,40.70575666328072,-74.0026223606265,2024-01-04 00:42:00
5611,12.25,21.23,3,safe driving,Uptown,40.73442312791936,-73.95275248981214,2024-01-04 00:50:00
3243,4.91,11.11,5,perfect ride,Airport,40.65108849363626,-73.75008324777748,2024-01-04 01:50:00
5175,20.32,32.06,3,highly recommend,Commercial District,40.73823560799939,-73.9531869778439,2024-01-04 02:24:00
5592,2.34,6.58,2,professional service,Uptown,40.74097333682634,-73.9531938604252,2024-01-04 02:31:00
9920,17.72,22.97,5,bad experience,Downtown,40.69988903122385,-73.98295332988556,2024-01-04 03:27:00
3782,39.87,47.96,3,poor navigation,Residential North,40.879533628128016,-73.95295396885993,2024-01-04 03:49:00
3604,4.64,10.26,5,perfect ride,Downtown,40.70001868970681,-73.98872266852709,2024-01-04 03:55:00
4638,10.67,15.88,5,reasonable price,Downtown,40.683461208068096,-74.00511591518695,2024-01-04 06:13:00
8052,12.49,10.67,5,perfect ride,Uptown,40.7616927559654,-73.92947784548578,2024-01-04 06:30:00
3106,20.35,24.35,5,quick response,Midtown,40.73359035489121,-74.00179677940244,2024-01-04 06:59:00
1271,25.7,29.97,5,clean vehicle,Residential South,40.70127194065335,-73.95292580192223,2024-01-04 08:08:00
1197,84.09,105.83,4,great experience,Suburb West,40.703889780604456,-74.1100797637076,2024-01-04 08:14:00
8622,18.54,25.71,1,punctual driver,Uptown,40.78711167093628,-73.97180940060906,2024-01-04 08:23:00
1963,28.65,35.72,2,excellent driver,Airport,40.6683437808125,-73.74597248227138,2024-01-04 08:47:00
1236,21.5,28.55,4,very smooth ride,Downtown,40.738693440622704,-74.04417618242738,2024-01-04 08:48:00
3203,8.63,13.1,4,excellent driver,Commercial District,40.75708213354142,-73.96535271680243,2024-01-04 08:58:00
9472,33.77,40.69,3,long wait,Commercial District,40.74910084716508,-73.93936831487095,2024-01-04 09:51:00
2015,39.02,47.43,5,on time,University Area,40.773929798395244,-73.93727404614042,2024-01-04 11:28:00
8721,26.0,35.16,3,wonderful trip,Suburb West,40.686112928947466,-74.06195284824699,2024-01-04 11:58:00
2218,26.4,29.7,4,punctual driver,Downtown,40.69249125079155,-73.97364101758293,2024-01-04 14:38:00
2997,5.69,7.37,5,late pickup,Commercial District,40.722239658894075,-73.94710945666922,2024-01-04 14:42:00
3116,28.95,39.23,2,good value,Suburb East,40.69234608523322,-73.9873762316897,2024-01-04 16:37:00
5566,47.92,60.04,5,good value,University Area,40.77269925614446,-73.9951817793347,2024-01-04 19:30:00
6548,20.53,30.27,2,rough ride,Residential South,40.64892798794892,-73.91817468180554,2024-01-04 23:28:00
2604,16.86,20.92,2,perfect ride,Suburb West,40.71295583273116,-74.06612426112594,2024-01-05 00:04:00
9989,12.48,17.09,4,outstanding service,Midtown,40.75859012705204,-73.9778947160476,2024-01-05 00:07:00
7704,7.46,14.86,5,outstanding service,Airport,40.659076049436266,-73.77349539266419,2024-01-05 01:12:00
7563,12.28,17.04,3,excellent service,Suburb West,40.74355622219581,-74.0620434099043,2024-01-05 01:18:00
1281,17.18,24.02,4,satisfied customer,University Area,40.83308733593375,-74.00530162603862,2024-01-05 04:06:00
7150,17.8,24.31,4,satisfied customer,University Area,40.78390270956969,-73.9483217310814,2024-01-05 04:46:00
5904,8.53,11.26,2,excellent service,University Area,40.808066574308434,-74.0093654712081,2024-01-05 05:09:00
7042,18.39,25.91,4,traffic delay,Residential North,40.82843118372974,-73.96761528474026,2024-01-05 06:09:00
9609,7.04,10.01,4,perfect ride,Suburb East,40.67996104774128,-73.90832247147715,2024-01-05 08:21:00
8240,12.33,16.93,3,reasonable price,Downtown,40.681588995027255,-74.02987126396631,2024-01-05 09:31:00
7780,26.53,34.95,5,great experience,University Area,40.85089953666766,-74.00155856053254,2024-01-05 11:06:00
5547,8.22,15.2,1,long wait,Airport,40.68128795205712,-73.79958409704899,2024-01-05 11:13:00
7238,26.49,34.39,5,long wait,University Area,40.803552733113634,-73.96453792663833,2024-01-05 11:58:00
1575,11.27,16.98,4,safe driving,Residential South,40.662324603731115,-74.00473925633447,2024-01-05 19:29:00
8648,4.21,10.81,4,dirty car,Residential South,40.68776903926636,-73.96365592047076,2024-01-05 19:53:00
9717,14.95,17.22,4,friendly driver,Airport,40.615909912257635,-73.76018025446477,2024-01-05 20:23:00
1846,37.11,48.72,3,uncomfortable seats,Midtown,40.79814054961466,-73.96329039238388,2024-01-05 23:53:00
5524,26.02,33.34,5,perfect ride,Suburb West,40.74817063557499,-74.11820362045897,2024-01-06 00:28:00
2312,10.72,16.22,4,on time,Suburb West,40.76297582981308,-74.08993601482028,2024-01-06 00:54:00
7917,7.24,14.62,5,satisfied customer,Residential North,40.81639934314113,-73.94916367764289,2024-01-06 00:55:00
2058,2.16,3.0,2,good value,University Area,40.815629297550565,-73.93685238407402,2024-01-06 01:12:00
7316,28.13,36.32,4,satisfied customer,University Area,40.79372283639386,-73.99085379164086,2024-01-06 01:52:00
3551,4.51,10.94,4,great experience,Uptown,40.762028242444195,-73.93623246925988,2024-01-06 02:17:00
9636,16.05,19.65,5,bad experience,University Area,40.791944130608734,-73.99362211065687,2024-01-06 02:49:00
4911,10.23,13.89,3,traffic delay,University Area,40.814726778886445,-73.99338923608005,2024-01-06 04:00:00
9125,8.4,11.94,4,reasonable price,Midtown,40.797849042276745,-73.9583395844896,2024-01-06 06:10:00
8723,2.76,6.16,1,efficient service,Airport,40.68809694455203,-73.79609446449444,2024-01-06 06:37:00
6161,55.32,66.4,5,top quality,Airport,40.68781407007377,-73.7791294605802,2024-01-06 06:46:00
7228,10.17,14.53,5,noisy vehicle,Residential South,40.73469020062837,-74.00186557874376,2024-01-06 06:52:00
9080,6.65,9.2,4,reasonable price,University Area,40.82472735172017,-73.91394532346932,2024-01-06 09:44:00
8806,6.47,10.8,4,expensive fare,Suburb West,40.74235973293449,-74.06324455330436,2024-01-06 10:37:00
9966,6.97,10.93,4,comfortable car,Residential South,40.73498963916338,-73.99911105454,2024-01-06 11:50:00
5018,13.3,20.42,4,friendly driver,Residential South,40.705972411270004,-74.00538900561178,2024-01-06 12:22:00
9984,21.02,30.67,3,excellent service,Suburb East,40.69860409933107,-73.9764806187516,2024-01-06 12:47:00
7937,18.74,25.22,4,rough ride,Residential South,40.71943717705355,-73.96929419639538,2024-01-06 13:05:00
6788,6.69,9.69,5,top quality,Residential South,40.651150756734154,-73.98943963386175,2024-01-06 14:22:00
3079,3.01,3.02,4,traffic delay,Commercial District,40.7929008498924,-73.97692193890742,2024-01-06 14:41:00
5873,3.56,9.24,2,uncomfortable seats,Suburb West,40.724651886481176,-74.0379772942692,2024-01-06 16:51:00
1943,5.59,10.66,3,comfortable car,Uptown,40.79028465997863,-74.01162321138003,2024-01-06 18:03:00
5859,5.8,8.26,5,traffic delay,Uptown,40.80612441662702,-73.96995252958804,2024-01-06 18:30:00
9220,6.63,9.51,2,quick response,Commercial District,40.75966480860176,-74.00354266918201,2024-01-06 19:00:00
9258,39.47,49.3,5,punctual driver,Downtown,40.71797047525953,-74.02432513513497,2024-01-06 19:11:00
9567,4.5,4.78,5,long wait,Suburb West,40.72953940092085,-74.04664127291905,2024-01-06 20:17:00
3205,51.13,63.82,5,wrong route,Residential South,40.649155042720885,-73.94118076918491,2024-01-06 22:35:00
2531,6.99,13.87,5,safe driving,Uptown,40.82984016302352,-73.9225663937842,2024-01-06 23:36:00
9783,21.14,27.96,3,uncomfortable seats,Residential North,40.88142133684083,-73.93151571960846,2024-01-06 23:56:00
5492,38.35,50.4,5,uncomfortable seats,University Area,40.82803563363554,-73.97085254439217,2024-01-07 00:09:00
2636,5.97,11.66,3,efficient service,Residential South,40.72420734194862,-73.95403027353616,2024-01-07 03:12:00
3051,14.9,18.05,4,expensive fare,Residential North,40.85133480042385,-73.90731359271162,2024-01-07 04:14:00
8147,28.41,36.35,5,top quality,University Area,40.758066300052576,-74.00742165560568,2024-01-07 04:39:00
6495,22.74,29.83,5,safe driving,Commercial District,40.78724685514383,-73.93762630558984,2024-01-07 05:20:00
6897,24.23,34.58,5,safe driving,Downtown,40.75962351235262,-74.04158367398257,2024-01-07 06:13:00
3869,31.52,39.56,1,professional service,Airport,40.6501105198242,-73.73634820314504,2024-01-07 07:32:00
9032,9.88,13.61,5,friendly driver,Suburb East,40.705289840431874,-73.97991900742173,2024-01-07 07:39:00
9707,36.43,46.08,3,quick response,Uptown,40.81670069997223,-74.01651017590548,2024-01-07 10:10:00
3808,35.33,44.4,4,good value,Downtown,40.73864247257075,-74.03543950809609,2024-01-07 11:29:00
1995,2.67,7.58,4,good music,Commercial District,40.7256903196602,-73.99314603554733,2024-01-07 12:15:00
6233,18.91,21.12,2,perfect ride,Commercial District,40.75682760802938,-73.96222893149103,2024-01-07 12:33:00
2331,59.46,74.01,5,long wait,Suburb East,40.712565225652845,-73.96808731526384,2024-01-07 13:10:00
2852,3.82,13.01,2,highly recommend,Suburb West,40.77108040199978,-74.09689998171517,2024-01-07 13:56:00
9164,9.55,13.27,4,uncomfortable seats,Downtown,40.74853278235336,-74.0455527014184,2024-01-07 15:04:00
5406,5.48,10.66,5,rude driver,Residential South,40.6939097106407,-73.96020444858868,2024-01-07 16:19:00
8961,43.24,51.99,4,outstanding service,Residential South,40.69999675337604,-73.99295309955303,2024-01-07 17:50:00
9508,5.01,7.88,5,quick response,Commercial District,40.76147793068183,-74.00589544419022,2024-01-07 18:53:00
1488,27.51,34.83,5,pleasant journey,Commercial District,40.79387530489343,-74.0039021598352,2024-01-07 20:06:00
1301,51.74,66.08,5,efficient service,University Area,40.75882685408609,-73.95781884152751,2024-01-07 23:04:00
1392,9.14,14.72,5,amazing driver,Downtown,40.761345607100466,-73.97351982085658,2024-01-08 01:20:00
8214,6.92,10.58,4,quick response,Suburb East,40.64322148954669,-73.92832756657725,2024-01-08 02:58:00
1158,6.43,8.73,4,rough ride,Downtown,40.75248290448407,-74.0507344240549,2024-01-08 04:10:00
5780,5.03,7.0,2,poor navigation,Airport,40.610827333324714,-73.82385212333682,2024-01-08 04:51:00
1153,6.97,12.62,4,dirty car,Midtown,40.78719806253143,-73.97534105994454,2024-01-08 09:06:00
2542,3.55,6.33,3,excellent service,Suburb East,40.68585157904886,-73.8978157148406,2024-01-08 09:08:00
4228,19.2,24.3,5,top quality,Residential South,40.69115380452157,-73.90738207667322,2024-01-08 11:09:00
5940,29.26,36.44,4,uncomfortable seats,Suburb West,40.74591628764725,-74.03281103408538,2024-01-08 11:55:00
8266,21.34,30.22,4,traffic delay,University Area,40.816665806552365,-73.98154972474505,2024-01-08 13:01:00
2540,42.87,56.06,3,outstanding service,Suburb West,40.71210741484818,-74.08239714265353,2024-01-08 14:30:00
8035,21.02,29.42,4,efficient service,University Area,40.759345722553995,-73.92941119362432,2024-01-08 14:52:00
8022,15.06,16.45,2,good music,Airport,40.66857441445464,-73.81126147016968,2024-01-08 16:23:00
5795,26.1,34.77,5,traffic delay,Downtown,40.709823038699874,-74.0029780593183,2024-01-08 17:52:00
2841,21.73,29.07,5,safe driving,Airport,40.66525244342672,-73.78474548768426,2024-01-08 18:41:00
6393,25.29,31.25,2,long wait,Commercial District,40.75845556903759,-74.03331264691637,2024-01-08 19:49:00
5225,41.6,49.71,4,good value,Uptown,40.792513558397374,-73.98969283732868,2024-01-08 22:09:00
6827,4.98,9.07,4,comfortable car,Commercial District,40.7376457113504,-73.98581241028647,2024-01-08 22:11:00
4466,24.09,32.57,5,noisy vehicle,Residential North,40.87860229466016,-73.9687577553841,2024-01-08 22:59:00
8186,18.01,22.45,4,reasonable price,Airport,40.673936318485644,-73.80137049179234,2024-01-08 23:18:00
4394,6.22,11.33,4,rude driver,Commercial District,40.710004714521276,-74.02912890951237,2024-01-08 23:19:00
8473,17.95,24.22,5,long wait,Suburb West,40.75027522182776,-74.06447106876674,2024-01-09 00:00:00
8121,12.94,20.57,4,professional service,Midtown,40.788949250841576,-73.9507614634284,2024-01-09 00:34:00
2771,5.44,6.26,5,friendly driver,Airport,40.59628002828944,-73.81003728238383,2024-01-09 01:02:00
5662,9.74,14.47,3,clean vehicle,University Area,40.77033606128952,-73.97441552010766,2024-01-09 01:38:00
7910,7.39,14.73,5,quick response,Residential South,40.704687798962404,-73.99176835436634,2024-01-09 01:56:00
1899,7.87,14.33,5,comfortable car,University Area,40.85195603702671,-73.96818274152321,2024-01-09 02:00:00
3082,7.89,11.79,4,dirty car,Suburb East,40.650098022989155,-73.93642369325022,2024-01-09 02:15:00
1225,18.49,26.08,5,good value,Midtown,40.7991402864757,-73.98788582221192,2024-01-09 04:10:00
9308,30.9,38.78,2,top quality,Downtown,40.69453723330675,-73.95972446525757,2024-01-09 06:25:00
4374,9.76,16.52,5,top quality,Airport,40.649031163316835,-73.75759827875964,2024-01-09 07:37:00
5000,7.36,10.02,5,very smooth ride,Downtown,40.74613913141046,-73.96308637662783,2024-01-09 08:36:00
8564,16.2,22.13,2,noisy vehicle,Midtown,40.741570864789225,-73.97182828147962,2024-01-09 08:48:00
4493,7.89,9.88,5,poor navigation,Suburb West,40.74104678497868,-74.12331029890065,2024-01-09 10:04:00
2184,12.56,18.57,4,top quality,Commercial District,40.77385104935019,-74.02779482231894,2024-01-09 11:09:00
8057,30.49,37.89,5,reasonable price,Downtown,40.761213964704176,-74.03729573147614,2024-01-09 13:01:00
6373,8.43,12.79,4,quick response,University Area,40.856074470201,-73.99121042636251,2024-01-09 13:36:00
6370,7.81,11.35,5,long wait,Residential South,40.66122716773393,-73.95523305975634,2024-01-09 17:35:00
7938,14.11,19.9,5,efficient service,Commercial District,40.744184411837345,-73.97056691871705,2024-01-09 19:43:00
8560,8.11,13.5,4,uncomfortable seats,Commercial District,40.75359862901414,-74.00950150462093,2024-01-09 20:12:00
5784,24.49,33.09,4,clean vehicle,Downtown,40.69024520502048,-73.96810667815477,2024-01-09 21:16:00
4223,40.87,53.43,2,safe driving,Downtown,40.69538440908249,-73.99857713856723,2024-01-09 21:34:00
7787,13.02,18.41,2,late pickup,Residential North,40.81738614243832,-73.90473685561459,2024-01-09 21:44:00
2980,45.28,60.07,5,uncomfortable seats,Airport,40.65909950375589,-73.73984506855356,2024-01-10 00:42:00
5853,9.73,13.17,5,long wait,Airport,40.62345882642241,-73.82615648448177,2024-01-10 02:51:00
1830,6.77,12.12,3,outstanding service,Residential South,40.64623184035343,-73.95609873756003,2024-01-10 03:09:00
8617,13.33,18.97,2,outstanding service,Downtown,40.72410392564724,-73.97394385882009,2024-01-10 03:42:00
8343,22.69,30.73,5,efficient service,Residential South,40.71036478891386,-73.96984580299112,2024-01-10 05:10:00
7801,9.12,13.87,3,excellent service,Midtown,40.74459318623843,-74.01658907524667,2024-01-10 05:43:00
3349,31.37,43.97,5,wonderful trip,Residential North,40.87918774872231,-73.95266488283245,2024-01-10 05:43:00
5892,14.33,20.97,4,punctual driver,University Area,40.79823315898476,-73.95616607768177,2024-01-10 06:24:00
5413,5.01,8.43,5,uncomfortable seats,Midtown,40.74053824304788,-74.00838491148262,2024-01-10 06:36:00
4354,14.78,21.36,5,amazing driver,Commercial District,40.73482254871451,-74.02286614240379,2024-01-10 10:04:00
3043,18.47,26.17,3,quick response,Residential North,40.852267624828265,-73.9512338592985,2024-01-10 10:49:00
1552,12.74,17.69,3,comfortable car,Suburb East,40.7281669643123,-73.9553235347883,2024-01-10 11:51:00
1021,32.36,39.92,4,poor navigation,Residential South,40.71045645681734,-73.93744167940211,2024-01-10 13:38:00
1950,24.31,33.4,5,wonderful trip,Uptown,40.797743057799195,-73.99960147242705,2024-01-10 14:40:00
9702,6.06,6.58,1,outstanding service,Residential North,40.86783116215191,-73.90799454663087,2024-01-10 16:28:00
3573,2.39,5.29,5,wrong route,University Area,40.784782266888016,-73.99676269794708,2024-01-10 16:50:00
9580,7.38,16.01,3,noisy vehicle,Midtown,40.794485425700856,-73.9762050259152,2024-01-10 17:14:00
7368,11.92,16.83,5,punctual driver,Residential North,40.86722311201982,-73.95881216573784,2024-01-10 17:17:00
5555,39.04,50.31,1,reasonable price,Residential North,40.84901946830811,-73.90819706523247,2024-01-10 17:43:00
2682,2.69,5.23,5,late pickup,Uptown,40.815481052188034,-73.95738449345131,2024-01-10 18:17:00
3786,20.27,27.33,5,uncomfortable seats,Suburb East,40.65789450959535,-73.91505116176552,2024-01-10 18:36:00
9702,9.75,13.17,4,wrong route,Uptown,40.83254310025428,-74.01736925331603,2024-01-10 20:23:00
6760,1.89,3.99,5,on time,Uptown,40.7958798647703,-74.02118813550891,2024-01-10 22:14:00
2591,31.55,39.89,5,wrong route,Commercial District,40.75905641533206,-73.9989200320137,2024-01-10 22:47:00
2065,4.22,9.66,1,good value,Uptown,40.80088731204686,-73.96620916128728,2024-01-10 22:50:00
1593,13.99,23.13,4,very smooth ride,Suburb West,40.72648714545563,-74.10915664944032,2024-01-11 01:22:00
2202,21.16,29.94,5,safe driving,Suburb West,40.710466813750976,-74.07044110847033,2024-01-11 01:44:00
9838,4.17,8.33,3,long wait,Commercial District,40.7682687619337,-73.97113828753977,2024-01-11 02:14:00
8683,38.32,48.68,4,punctual driver,Downtown,40.67601433781699,-73.99645209933344,2024-01-11 02:16:00
1632,21.83,27.62,5,punctual driver,Uptown,40.74643844935428,-73.92326042697337,2024-01-11 05:03:00
2899,19.37,25.39,5,on time,Airport,40.60967283403414,-73.79021525351494,2024-01-11 06:49:00
1016,9.12,10.56,3,poor navigation,Uptown,40.757966878349755,-73.93756089397137,2024-01-11 07:19:00
8215,7.7,14.03,4,bad experience,Residential North,40.87713751874195,-73.94752528167425,2024-01-11 07:28:00
6619,12.34,17.12,3,highly recommend,Uptown,40.823161673210194,-74.00811364740566,2024-01-11 07:36:00
1072,19.77,26.89,5,noisy vehicle,Midtown,40.75988052593727,-73.94434186640359,2024-01-11 09:22:00
7265,6.92,9.19,2,friendly driver,Residential South,40.64861277882188,-73.94890495770068,2024-01-11 10:20:00
1987,6.13,13.0,4,friendly driver,Commercial District,40.7265760229101,-73.97589356922451,2024-01-11 11:31:00
1338,26.23,33.51,5,poor navigation,Airport,40.60134011433756,-73.73342285185639,2024-01-11 11:33:00
8898,9.03,12.02,2,uncomfortable seats,Commercial District,40.710140971506014,-74.01786720976592,2024-01-11 13:28:00
9041,5.44,8.88,5,safe driving,Uptown,40.75834475196098,-73.9838246579577,2024-01-11 13:36:00
3635,3.59,9.48,4,rude driver,Suburb West,40.7219383242493,-74.04529044197044,2024-01-11 18:56:00
2693,7.25,9.81,3,comfortable car,Commercial District,40.764739211632865,-74.0319905378057,2024-01-11 19:10:00
2917,6.98,12.88,5,perfect ride,Residential South,40.6760760506825,-73.98308152165296,2024-01-11 19:54:00
6178,30.66,41.51,5,very smooth ride,Commercial District,40.80682249722566,-73.9856725638594,2024-01-11 20:01:00
6182,40.89,54.08,1,quick response,Suburb East,40.64839381619419,-73.908282763843,2024-01-11 20:40:00
7230,6.27,10.74,4,highly recommend,Commercial District,40.770572993537535,-74.00322973440386,2024-01-11 20:49:00
5437,13.32,18.91,4,late pickup,Commercial District,40.73112072069959,-74.02040769728994,2024-01-11 22:18:00
3502,22.73,28.76,3,great experience,Uptown,40.765025670524786,-73.98195481151315,2024-01-12 01:58:00
8849,16.24,21.74,5,late pickup,Airport,40.64378167503647,-73.77370635877097,2024-01-12 02:06:00
2906,7.17,10.29,4,quick response,Uptown,40.78568496362638,-73.94204249036069,2024-01-12 03:41:00
1145,19.82,26.21,5,friendly driver,Uptown,40.753267143486745,-74.01376043142358,2024-01-12 04:47:00
5380,23.69,33.43,5,satisfied customer,Midtown,40.70861807349412,-73.99791333980198,2024-01-12 08:49:00
8984,7.59,11.68,5,noisy vehicle,Residential North,40.82163466133255,-73.97168414346619,2024-01-12 09:58:00
1951,6.28,11.11,4,pleasant journey,Commercial District,40.7546835262558,-74.0325662347052,2024-01-12 10:03:00
8419,26.29,35.33,1,punctual driver,Residential South,40.67785276913499,-73.97256071687512,2024-01-12 10:48:00
6913,25.86,29.69,4,amazing driver,Airport,40.63129600733825,-73.75510886862075,2024-01-12 12:08:00
9173,67.57,84.49,3,highly recommend,Airport,40.64757955352083,-73.80025175439572,2024-01-12 12:53:00
